"job_id","job_title","normalized_role","seniority","seniority_basis","company","location","work_type","salary_min","salary_max","salary_currency","salary_period","required_skills","nice_to_have_skills","years_experience","education_required","language_requirements","posting_url","posting_date","source","first_seen_date","last_seen_date"
"a150c54999a3","Working Student Data Engineer","Data Engineer","Intern","Working student role requiring university enrollment; ETL, REST, OData tasks at entry level.","SAP","Walldorf, Germany","Hybrid","","","","","Python;SQL;REST;OData","Web Scraping","0","Enrolled university student","","https://jobs.sap.com/job/Walldorf-Working-Student-(fmd)-Data-Engineer-69190/1369052033/","2026-06-24","SAP careers / web search","2026-06-24","2026-06-25"
"d82a52786631","Praktikum Data Scientist/Machine Learning in der Industrie","Data Scientist","Intern","Praktikum role explicitly requiring current university enrollment; 6-12 month duration.","Bosch","Stuttgart, Germany","Onsite","","","","","Python;TensorFlow;Keras;pandas;Machine Learning;Deep Learning","PyTorch;PySpark;Spark;Jupyter;Statistics","0","Enrolled university student; at least one completed ML/AI lecture","German, English","https://www.bosch.de/karriere/job/REF90730I-praktikum-data-scientist-machine-learning-in-der-industrie","2026-06-24","Bosch careers / web search","2026-06-24","2026-07-05"
"ac9ae79ab3db","Praktikum Data Science","Data Scientist","Intern","Praktikum role explicitly requiring university enrollment; applies ML methods to automotive test bench data.","Porsche","Ludwigsburg, Germany","Onsite","","","","","Python;PyTorch;TensorFlow;scikit-learn;Machine Learning;LLMs","Data Visualization;Version Control","0","Enrolled in Mathematics, Electrical Engineering, Computer Science, or similar; minimum 3rd semester","German (very good), English (good, min B2)","https://jobs.porsche.com/index.php?ac=jobad&id=18514","2026-06-24","Porsche careers / web search","2026-06-24","2026-06-24"
"2dbecd00c235","Senior Data Scientist/Machine Learning","Data Scientist","Senior","Title explicitly says 'Senior'; role involves designing AI-driven solutions, model deployment and monitoring for Sportradar ad:s division.","Sportradar","Vienna, Austria","Hybrid","","","","","Python;PyTorch;TensorFlow;Hugging Face;NLP;AWS;AWS SageMaker;AWS Lambda;Amazon S3;CloudWatch;CI/CD;GitLab;MLOps;Generative AI","AWS Bedrock;Speech Recognition;Computer Vision;Microservices","","","English","https://jobs.smartrecruiters.com/Sportradar/744000065681073-senior-data-scientist-machine-learning","2026-06-25","smartrecruiters.com","2026-06-25","2026-07-05"
"f505a9df003f","Mid Level Machine Learning Engineer","ML Engineer","Mid","Title explicitly states 'Mid Level'; role requires ML model training, fine-tuning and MLOps experience but is not designated Senior.","Sportradar","Vienna, Austria","Hybrid","","","","","Python;PyTorch;TensorFlow;Hugging Face;NLP;AWS;AWS SageMaker;CI/CD;GitLab;MLOps","AWS Bedrock;Generative AI;Speech Recognition;Computer Vision","","","English","https://jobs.smartrecruiters.com/Sportradar/744000085060763-mid-level-machine-learning-engineer","2026-06-25","smartrecruiters.com","2026-06-25","2026-07-05"
"86afce5c6fe3","Machine Learning Engineer (Computer Vision)","ML Engineer","Mid","Requires 3+ years of ML/CV research or engineering experience with no Senior designation; mid-level scope aligns with responsibilities described.","Snap Inc.","Vienna, Austria","Onsite","","","","","Python;C++;PyTorch;TensorFlow;Computer Vision;Deep Learning;SLAM;object detection;neural network optimization","VIO;depth estimation;3D reconstruction;pruning;quantization;distillation","3","","English","https://careers.snap.com/job?id=R0045304","2026-06-25","careers.snap.com","2026-06-25","2026-07-05"
"3912732fe5a6","AI Engineer (All Levels)","AI Engineer","Mid","Posted as 'All Levels' with minimum 2-3 years AI/ML experience required; responsibilities and salary (€80k+) indicate mid-level targeting.","Ketryx","Vienna, Austria","Hybrid","80000","","EUR","year","Python;TypeScript;LLMs;React;PostgreSQL;NLP;Machine Learning","RAG;AI safety;medical device software","2","Bachelor's degree in Computer Science or Applied Computing","English","https://job-boards.greenhouse.io/ketryx/jobs/4796961008","2026-06-25","greenhouse.io","2026-06-25","2026-06-27"
"ab7bff885d3d","Senior MLOps Engineer","ML Engineer","Senior","Title explicitly says 'Senior'; role requires design and management of GPU/CPU Kubernetes infrastructure and production ML pipelines for a computer vision platform.","EnliteAI","Vienna, Austria","Hybrid","","","","","Python;Kubernetes;Docker;Flask;PostgreSQL;CI/CD;Git;AWS;SQL","Helm;Terraform;Google Cloud;Azure;Airflow;Computer Vision","","","English","https://join.com/companies/enlite/14135859-senior-mlops-engineer","2026-06-25","join.com","2026-06-25","2026-06-28"
"9163c9592ac9","Senior Machine Learning Engineer - Photo AI","ML Engineer","Senior","Title explicitly says 'Senior'; requires deep ML at scale with published papers preferred and experience deploying models to millions of users.","Canva","Vienna, Austria","Hybrid","70000","","EUR","year","Python;PyTorch;Deep Learning;CNNs;Transformers;GANs;Diffusion Models;NumPy;OpenCV;Docker;Kubernetes","TensorFlow;JAX;cloud deployment","","Bachelor's or Master's in Computer Science or related field","English","https://www.lifeatcanva.com/en/jobs/6000000000244736/senior-machine-learning-engineer-photo-ai-canva-austria-m-f-x/","2026-06-25","lifeatcanva.com","2026-06-25","2026-06-28"
"82fb374738ea","Research Engineer - Evaluations","AI Researcher","Mid","Title 'Research Engineer' without 'Senior' designation; role builds evaluation systems for generative AI models suggesting researcher-engineer hybrid at mid level.","Canva","Vienna, Austria","Hybrid","","","","","Python;Machine Learning;Generative AI;LLMs;evaluation frameworks","image generation;multimodal models;automated evaluation","","","English","https://www.lifeatcanva.com/en/jobs/6000000000498204/research-engineer-evaluations/","2026-06-25","lifeatcanva.com","2026-06-25","2026-06-28"
"f82ef4e72353","Staff Scientist - Embedded AI (all genders)","AI Researcher","Senior","Title 'Staff Scientist' implies senior researcher level; requires PhD plus 4+ years practical AI/ML experience with publication record.","Silicon Austria Labs","Graz, Austria","Hybrid","85000","120000","EUR","year","Python;PyTorch;scikit-learn;Machine Learning;Computer Vision;signal processing","embedded AI;German;research publications","4","PhD in Computer Science, Electrical Engineering, Statistics, Mathematics, Mechatronics, or Physics","English; German is an advantage","https://silicon-austria-labs.jobs.personio.de/job/2099846?language=en","2026-06-25","personio.de / Silicon Austria Labs","2026-06-25","2026-06-27"
"e53c25694ccb","Senior Data Scientist - Diffraction and Small-Angle X-Ray Scattering (f/m/x)","Data Scientist","Senior","Title explicitly says 'Senior'; role requires advanced Python algorithm development and ML expertise for scientific pattern recognition in X-ray scattering data.","Anton Paar","Graz, Austria","Onsite","","","","","Python;NumPy;SciPy;Pandas;Machine Learning;Statistical Modeling","SAXS;diffraction analysis;material science;signal processing","","","English","https://jobs.anton-paar.com/job/Graz-Senior-Data-Scientist-Diffraction-and-Small-Angle-X-Ray-Scattering-(fmx)/1142141701/","2026-06-25","anton-paar.com careers","2026-06-25","2026-07-05"
"b140726ac9f8","Data Scientist (w/m/d)","Data Scientist","Mid","No seniority qualifier in title; salary starting at €53,200 and role focused on applying statistical and ML methods in automotive engineering context suggests mid-level.","AVL","Graz, Austria","Onsite","53200","","EUR","year","Python;Machine Learning;Statistical Modeling","data visualization;automation;AI;German","","MSc, MEng or PhD in Mathematics, Statistics, Informatics, Computer Science or related","English; German preferred","https://jobs.avl.com/job/Graz-Data-Scientist-wmd/1368950433/","2026-06-25","jobs.avl.com","2026-06-25","2026-06-25"
"7ef8dc75db5a","Junior Data Scientist for Conversational AI / NLP / NLU","Data Scientist","Junior","Title explicitly says 'Junior'; salary at Austrian IT Kollektivvertrag minimum (€35,252/year) and minimum 2 years experience required confirm entry-level designation.","ONDEWO","Vienna, Austria","Onsite","35252","42000","EUR","year","Python;TensorFlow;Keras;scikit-learn;NLTK;spaCy;Pandas;NumPy;NLP;NLU","matplotlib;Speech-to-Text;Text-to-Speech;conversation automation","2","Master's or PhD in Computer Science, Physics, Mathematics, Electrical Engineering, or Data Science","English","https://wellfound.com/jobs/918409-junior-data-scientist-for-conversational-ai-nlp-nlu-company-in-vienna","2026-06-25","wellfound.com","2026-06-25","2026-06-25"
"feeae4ee9fb0","Python Data Engineer","Data Engineer","Mid","No seniority qualifier in title; role involves normalizing large-scale datasets and generating data-driven insights in a startup, suggesting mid-level.","Legitary","Vienna, Austria","Hybrid","","","","","Python;SQL;data engineering","data normalization;streaming data;analytics","","","English","https://join.com/companies/legitary/15437386-python-data-engineer","2026-06-25","join.com","2026-06-25","2026-06-25"
"a502a7dd56cf","Data Engineer & Analyst","Data Engineer","Mid","No seniority qualifier; role combines data engineering with analysis at a Vienna startup (Lingvano), suggesting mid-level scope.","Lingvano","Vienna, Austria","Hybrid","","","","","Python;SQL;data pipelines","analytics;data visualization;cloud platforms","","","English","https://join.com/companies/lingvano/13215167-data-engineer-and-analyst","2026-06-25","join.com","2026-06-25","2026-06-25"
"e13537abd3f8","Junior Data Scientist - Commercial Excellence (m/f/d)","Data Scientist","Junior","Title explicitly states 'Junior'; requires completed master's degree but only basic ML knowledge, indicating an early-career role.","Buynomics","Cologne, Germany","Hybrid","","","","","Python;statistics;machine learning;clustering algorithms;prediction algorithms;SQL","","","Master's degree in economics, finance, mathematics, data science or related quantitative field","","https://job-boards.greenhouse.io/buynomics/jobs/4524398101","2026-06-25","greenhouse.io via web search","2026-06-25","2026-07-05"
"e9b29b64b854","Junior Data Scientist - Generative AI","Data Scientist","Junior","Title explicitly states 'Junior'; role targets candidates with bachelor's/master's degree and some project experience but not extensive professional experience.","N26","Berlin, Germany","Hybrid","","","","","Python;LangChain;LangGraph;machine learning;deep learning;generative AI;prompt engineering","German;French;Italian;Spanish language proficiency;banking compliance knowledge","","Bachelor's or Master's degree in computer science, data science, mathematics/statistics or software engineering","English full professional proficiency","https://n26.com/en-eu/careers/positions/6780858","2026-06-25","n26.com/aijobs.net via web search","2026-06-25","2026-07-05"
"110d12fdedc0","Junior Data Scientist - Consumer (all genders)","Data Scientist","Junior","Title explicitly states 'Junior'; requires maximum 1.5 years of post-graduation experience, targeting fresh graduates.","Delivery Hero","Berlin, Germany","Hybrid","","","","","SQL;dbt;Vertex AI;Python","","0-1.5","Bachelor's or Master's degree in Software Engineering, Data Engineering, Computer Science or related field","English (business fluency)","https://careers.deliveryhero.com/job/junior-data-scientist-consumer-all-genders-in-berlin-germany-jid-1929","2026-06-25","careers.deliveryhero.com via web search","2026-06-25","2026-07-05"
"5a00c321c5c2","Junior Data Engineer - Quick Commerce","Data Engineer","Junior","Title explicitly states 'Junior'; requires foundational Python/SQL skills and practical experience or internships only.","Delivery Hero","Berlin, Germany","Hybrid","","","","","Python;SQL;data modeling;data pipelines","large-scale data processing frameworks","0-2","Bachelor's or Master's degree in Computer Science, Software Engineering, Data Engineering or related field","English (business fluency)","https://careers.deliveryhero.com/job/junior-data-engineer-quick-commerce-in-berlin-germany-jid-3247","2026-06-25","careers.deliveryhero.com via web search","2026-06-25","2026-06-28"
"b187b62e2860","Associate Machine Learning Engineer I (2026 Tech Grad Program)","ML Engineer","Junior","Explicitly a graduate program targeting new graduates or coding bootcamp completers with no prior professional experience required.","Delivery Hero","Berlin, Germany","Hybrid","","","","","Python;SQL;machine learning","","0","Bachelor's or Master's degree in Computer Science, Software Engineering, Data Science or related field; coding bootcamp graduates also eligible","English (business fluency)","https://careers.deliveryhero.com/job/associate-machine-learning-engineer-l-2026-tech-grad-program-in-berlin-germany-jid-8009","2026-06-25","careers.deliveryhero.com via web search","2026-06-25","2026-07-05"
"7e45aea1c169","Junior Machine Learning Engineer (m/f/d)","ML Engineer","Junior","Title explicitly states 'Junior'; requires initial experience with ML frameworks but entry-level scope with degree as primary requirement.","AMAI GmbH","Karlsruhe, Germany","Remote","","","","","Python;TensorFlow;PyTorch;scikit-learn;machine learning;deep learning;prompt engineering;LLMs","","","Degree in computer science or similar field","German C1, English (good)","https://www.am.ai/en/jobs/junior-machine-learning-engineer","2026-06-25","am.ai via web search","2026-06-25","2026-07-05"
"0f14c952376c","Junior Machine Learning Scientist (f/m/d)","ML Engineer","Junior","Title explicitly states 'Junior'; after 12-24 months graduates to leading client-facing projects, indicating entry-level starting point.","Kineo","Berlin, Germany","Hybrid","","","","","machine learning","","","","","https://join.com/companies/kineo/6980295-junior-machine-learning-scientist-f-m-d","2026-06-25","join.com via web search","2026-06-25","2026-06-25"
"3e156fb12e45","AI / LLM Engineering (Werkstudent)","AI Engineer","Intern","Werkstudent (working student) position requiring current enrollment at a university, intern-equivalent seniority level.","CognitX AI GmbH","Darmstadt, Germany","Remote","","","","","Python;FastAPI;Git;Docker;LLMs;RAG;AI agents;function calling","Redis;PostgreSQL;Kubernetes;CI/CD;React;TypeScript","","Currently enrolled in Computer Science, Data Science, AI or related field","","https://www.arbeitnow.com/jobs/companies/cognitx-ai-gmbh/ai-llm-engineering-werkstudent-darmstadt-29739","2026-06-25","arbeitnow.com via web search","2026-06-25","2026-06-28"
"b67e9343ca25","Werkstudent:in (m/w/d) Data Science, AI & Scientific Computing","Data Scientist","Intern","Werkstudent (working student) position for currently enrolled students, intern-equivalent seniority.","Expert Analytics","Munich, Germany","Hybrid","","","","","machine learning;computer vision;predictive analytics;Python","","","Currently enrolled at university","","https://join.com/companies/expertanalyticsde/16111857-werkstudent-in-m-w-d-data-science-ai-and-scientific-computing","2026-06-25","join.com via web search","2026-06-25","2026-06-25"
"b87d0933411a","Trainee AI & Data","Data Scientist","Junior","Trainee program explicitly targeting recent graduates completing Bachelor's or Master's degrees, 12-week training then project work.","Deloitte Deutschland","Berlin, Germany","Hybrid","","","","","Python;SQL;machine learning","Java;Scala;Spark;Databricks;Power BI;Tableau","0","Bachelor's or Master's degree (completed or near completion)","German C1, English (very good)","https://job.deloitte.com/trainee-ai-and-data-_ljp3","2026-06-25","job.deloitte.com via web search","2026-06-25","2026-06-25"
"1931af6c6199","Intern Operations Research & Data Science (12 Months, 80-100%)","Data Scientist","Intern","Explicitly an internship/praticum position for current master's students or recent graduates, 12-month duration.","Skyguide","Geneva, Switzerland","Onsite","","","","","Python;Power BI;Excel;statistics;simulation;predictive modeling;data visualization","operations research;aviation knowledge","","Currently studying or recently graduated (Master's) in engineering, operations research, computer science, data science or aviation management","","https://www.datacareer.ch/job/13538/intern-operations-research-data-science-12-months-80-100/","2026-06-25","datacareer.ch via web search","2026-06-25","2026-06-25"
"33268824e9b1","Praktikum KI + Machine Learning (80-100%)","AI Researcher","Intern","Explicitly a Praktikum (internship) position targeting students or recent graduates in their Data team.","Statistisches Amt des Kantons Zürich","Zurich, Switzerland","Hybrid","","","","","Python;machine learning;NLP;LLMs;generative AI;semantic search;audio transcription","GitHub portfolio;NLP project experience","","Studying or completed degree in Data Science, Computer Science, Statistics or related field","German C2 (fluent oral and written)","https://www.jobs.ch/de/stellenangebote/detail/2b8a7780-4b67-4d29-9933-bd40b52a1e7c/","2026-06-25","jobs.ch / verwaltungs-jobs.ch via web search","2026-06-25","2026-06-25"
"11f6c7d13f57","Junior AI Engineer","AI Engineer","Junior","Title explicitly states 'Junior'; responsibilities include NLP model implementation indicating early-career scope.","top.legal","Berlin, Germany","Remote","","","","","Python;PyTorch;NLP;LLMs;Django;JavaScript;TypeScript;React;OpenAI API;Spark;Kafka;AWS;Kubernetes;PostgreSQL;Redis","","","","","https://www.remocate.app/jobs/junior-ai-engineer","2026-06-25","remocate.app via web search","2026-06-25","2026-06-25"
"5a4996644a3c","Research Scientist (Machine Learning), Lausanne","AI Researcher","Senior","Requires a PhD and proven research track record with publications; involves leading projects and providing technical mentorship to others in the ML community.","Isomorphic Labs","Lausanne, Switzerland","Hybrid","","","","","Python;PyTorch;deep learning;generative models;graph neural networks;large-scale deep learning","drug discovery ML;3D graphics;reinforcement learning;biological/chemical data;ML on accelerators;graph neural networks for chemistry","","PhD in machine learning or computer science","English","https://job-boards.greenhouse.io/isomorphiclabs/jobs/5460704004","2026-06-25","greenhouse.io","2026-06-25","2026-06-25"
"138beafb9ce2","Senior ML Engineer (Zürich)","ML Engineer","Senior","Title explicitly states Senior; role involves leading creation of cutting-edge models and operating at a high level of technical ownership in AI security.","Lakera","Zurich, Switzerland","Hybrid","","","","","Python;NLP;deep learning;LLMs;data generation;model productionization;real-time ML systems;multilinguality","AI security;red teaming;prompt injection;computer vision","","","English","https://jobs.ashbyhq.com/lakera.ai/158d9a05-bc1d-49fd-81f1-bf1229e8021f","2026-06-25","ashbyhq.com","2026-06-25","2026-06-25"
"69572a26a2f1","Senior AI Engineer","AI Engineer","Senior","Title explicitly states Senior; requires 5+ years experience with 2-3 years building AI agents in production for high-stakes industries.","RepRisk AG","Zurich, Switzerland","Hybrid","","","","","Python;LangChain;LangGraph;FastAPI;PostgreSQL;gRPC;Databricks;LLMs;multi-agent systems;MCP;FastMCP;Snowflake;LangSmith;LangFuse;SQLAlchemy","Prompt engineering;regulated industry AI compliance;auditability frameworks","5+","Master's degree or higher in Computer Science, Engineering, Statistics, or related STEM field","English","https://jobs.smartrecruiters.com/RepRiskAG/744000130408989-senior-ai-engineer","2026-06-25","smartrecruiters.com","2026-06-25","2026-06-25"
"7295118a53a4","Senior Machine Learning Platform Engineer","ML Engineer","Senior","Senior title; requires strong background in data and platform engineering, building and deploying production ML pipelines on AWS with CI/CD.","RepRisk AG","Zurich, Switzerland","Hybrid","","","","","Python;AWS;CI/CD;Docker;Kubernetes;Kafka;PostgreSQL;Linux;Git;MLOps","Amazon SageMaker;Databricks;Airflow;MLflow;Elasticsearch;Kibana;Grafana;Terraform","","","English","https://www.reprisk.com/careers/senior-machine-learning-platform-engineer-zurich","2026-06-25","reprisk.com","2026-06-25","2026-06-28"
"67921449ca52","Junior AI Engineer","AI Engineer","Junior","Title explicitly states Junior; requires 1-3 years including internships, with basic AI/ML integration experience.","Nexthink","Lausanne, Switzerland","Hybrid","","","","","Python;LangChain;scikit-learn;PyTorch;TensorFlow;Hugging Face;LLMs;AI evaluation;observability","RAG;AI agents;MLOps;Docker;Kubernetes","1-3","BSc/MSc in Computer Science, Software Engineering, or related field","English","https://jobs.smartrecruiters.com/Nexthink/744000040852235-junior-ai-engineer","2026-06-25","smartrecruiters.com","2026-06-25","2026-06-25"
"78d107d0ab74","Data Engineer","Data Engineer","Mid","No explicit seniority in title; described as contributing to Snowflake migration on AWS suggesting mid-level responsibility.","Talan","Geneva, Switzerland","Hybrid","","","","","SQL;Python;Snowflake;AWS;ETL;data pipelines;data architecture","Star Schema;DataVault;DataMesh;ELT","6+","","French","https://jobs.smartrecruiters.com/Talan/743999815384055-data-engineer","2026-06-25","smartrecruiters.com","2026-06-25","2026-06-25"
"ad4b3a1446f4","Data Scientist","Data Scientist","Mid","No explicit seniority; role requires building ML models and recommendation systems with domain experience in proptech, suggesting mid-level.","Spacewise","Zurich, Switzerland","Hybrid","","","","","Python;R;SQL;Pandas;ML models;recommendation systems;regression;clustering;time-series analysis;data visualization","optimization for pricing;foot traffic data analysis;revenue optimization;spatial analytics","","","English","https://join.com/companies/spacewise/15270467-data-scientist","2026-06-25","join.com","2026-06-25","2026-06-25"
"fc469530e8d1","Data Scientist","Data Scientist","Mid","No explicit seniority; role requires broad data science skills and translating business questions to statistical problems, suggesting mid-level.","QuantCo","Zurich, Switzerland","Hybrid","","","","","Python;Pandas;XGBoost;LightGBM;SQL;causal inference;A/B testing;machine learning;statistical modeling","R;dplyr;ggplot2;C#;C++","","Degree in economics, statistics, mathematics, computer science, engineering, physics, or similar","English","https://jobs.lever.co/quantco-/3e18574e-ab5a-46a2-8714-a0221fb937e7","2026-06-25","lever.co","2026-06-25","2026-07-05"
"3f7be58dc11b","Lead Data Scientist (f|m|d) | 100% | Hybrid working model | Zurich Switzerland","Data Scientist","Lead/Principal","Title explicitly Lead; described as senior-level position focused on technical leadership (100% hands-on) opening a path to technical career track.","SMG Swiss Marketplace Group","Zurich, Switzerland","Hybrid","","","","","Python;machine learning;data science;generative AI;LLMs;statistics","real estate data;recommender systems;NLP","","","English; German is a plus","https://www.jobs.ch/en/vacancies/detail/19143668-a22d-4910-935a-d930a09b6529/","2026-06-25","jobs.ch","2026-06-25","2026-06-25"
"f38d7ebcacb3","Senior Data Scientist - Machine Learning & Python","Data Scientist","Senior","Title explicitly states Senior; requires 4+ years in data science with production-ready ML software experience.","FELFEL AG","Zurich, Switzerland","Hybrid","","","","","Python;scikit-learn;TensorFlow;PyTorch;Azure;Airflow;statistics;model validation;machine learning","Snowflake;Azure ML;French","4+","Degree in Computer Science, Data Science, Statistics, or related technical field","English; German or French is a plus","https://felfel.jobs.personio.de/job/2385507?language=en","2026-06-25","personio.de","2026-06-25","2026-06-25"
"f18ac919382f","Machine Learning Scientist","AI Researcher","Mid","Requires MS with 3+ years or PhD with 1+ year; not a senior title but involves independent research on drug discovery ML models.","Roche","Basel, Switzerland","Hybrid","","","","","Python;PyTorch;TensorFlow;JAX;deep learning;geometric deep learning;diffusion models;LLMs;MLOps;Weights & Biases","Hydra;protein/antibody design;structural modelling;sequence models;GitHub portfolio","1+ (PhD) or 3+ (MS)","MS or PhD in Computer Science, Statistics, Physics, or related technical field","English","https://careers.roche.com/global/en/job/ROCHGLOBAL202602105076EXTERNALENGLOBAL/Machine-Learning-Scientist","2026-02-01","careers.roche.com","2026-06-25","2026-07-05"
"cc518e71b120","Machine Learning Intern","Data Scientist","Intern","Explicitly an internship (6 months); requires MSc enrollment, no industry experience needed.","Novartis","Basel, Switzerland","Onsite","","","","","Python;machine learning;deep learning;statistics;explainable AI","cheminformatics;bioinformatics;biomedical data science;XAI visualization;ADME/PK modeling","","MSc in quantitative field or life sciences (enrolled or recently completed)","English","https://www.novartis.com/careers/career-search/job/details/req-10065883-machine-learning-intern","2026-06-25","novartis.com","2026-06-25","2026-07-05"
"8ebeeeb8b57a","Audio ML Engineer","ML Engineer","Mid","No explicit seniority in title; requires BSc/MSc and focused production ML development for embedded systems suggesting mid-level.","Logitech","Lausanne, Switzerland","Hybrid","","","","","Python;C++;PyTorch;TensorFlow;audio signal processing;FFT;MFCCs;beamforming;digital signal processing;embedded platforms;model quantization","MATLAB;ARM;Tensilica DSP;RISC-V;NPUs;post-training quantization;quantization-aware training;pruning;Bluetooth","","BSc/MSc in Electrical Engineering, Computer Science, or related field","English","https://logitech.wd5.myworkdayjobs.com/en-US/Logitech/job/Lausanne-Switzerland/Audio-ML-Engineer_144590","2026-06-25","myworkdayjobs.com","2026-06-25","2026-06-28"
"e47a90895ee0","AI/ML Engineer / Data Scientist","ML Engineer","Mid","No explicit seniority; role involves developing and optimizing AI/ML models for customer campaigns with AWS tools, suggesting mid-level.","Swisscom","Zurich, Switzerland","Hybrid","","","","","Python;SQL;AWS;machine learning;AI/ML model optimization;data analysis","AWS Analytics services;agile methods;customer segmentation","","","German; English","https://swisscom.wd103.myworkdayjobs.com/en-US/SwisscomExternalCareers/job/AI-ML-Engineer---Data-Scientist_R-0001504","2026-06-25","myworkdayjobs.com","2026-06-25","2026-06-28"
"6f3350697d1d","AI Engineer, Google Cloud Consulting (English, German)","AI Engineer","Mid","Requires 3 years experience building production-grade AI solutions; no seniority qualifier in title suggesting mid-level.","Google","Zurich, Switzerland","Hybrid","","","","","Python;GCP;LLMs;RAG;prompt engineering;ML model evaluation;fine-tuning;cloud architectures;TypeScript","multi-modal AI;GenAI agents;LLM orchestration frameworks;AI content safety","3+","Bachelor's degree in Engineering, Computer Science, or related field","English C1; German required","https://www.google.com/about/careers/applications/jobs/results/111459017301074630-ai-engineer/","2026-06-25","careers.google.com","2026-06-25","2026-06-25"
"1c14dc479ee1","Software Engineer, PhD, Early Career, AI/Machine Learning, 2026 Start","AI Researcher","Junior","Early Career designation; requires a PhD but for new graduates starting in 2026 with no industry experience.","Google","Zurich, Switzerland","Hybrid","","","","","Python;TensorFlow;JAX;PyTorch;deep learning;LLMs;transformers;diffusion models;NLP;machine learning research","CNNs;NLP Transformers;Vision Transformers;data pipelines;API development","","PhD in Computer Science, ML/AI, or related field","English","https://www.google.com/about/careers/applications/jobs/results/122258040807137990-software-engineer-phd-early-career-aimachine-learning-2026-start","2026-06-25","careers.google.com","2026-06-25","2026-07-05"
"284ba9a3c1b3","Intern Applied Data Science & Machine Learning (80-100%) - 9-12 Months","Data Scientist","Intern","Explicitly a 9-12 month internship for MSc or PhD students; research and applied data science role.","Swissgrid","Aarau, Switzerland","Onsite","","","","","Python;machine learning;statistical algorithms;data pipelines;exploratory data analysis","solar energy forecasting;IoT data analysis;dashboards;time-series forecasting","","Studying or recently finished Master's or PhD in Computer Science, AI, Data Science, Engineering, Mathematics, or similar","English; German is a plus","https://www.jobs.ch/en/vacancies/detail/4eee070f-28a2-450a-be24-9f9fba172155/","2026-06-25","jobs.ch","2026-06-25","2026-06-25"
"599774d7a586","(Senior) Data Engineer, Commercial Insurance Analytics, 80-100%","Data Engineer","Mid","Title spans mid and senior; role involves implementing data analytics architecture and optimizing data pipelines for commercial insurance analytics.","Zurich Insurance Company","Zurich, Switzerland","Hybrid","","","","","Databricks;Python;PySpark;SparkSQL;SQL;Delta Lake;MLflow;data pipelines;cloud platforms","Scala;Java;AWS;GCP;Azure","3+","","English; German is a plus","https://www.careers.zurich.com/job/Z%C3%BCrich-(Senior)-Data-Engineer,-Commercial-Insurance-Analytics,-80-100/811609202/","2026-06-25","careers.zurich.com","2026-06-25","2026-06-25"
"73d38e2b69ef","AI Engineer/Researcher Intern","AI Researcher","Intern","Explicitly an intern/research intern role at Nexthink for early-career candidates.","Nexthink","Lausanne, Switzerland","Hybrid","","","","","Python;LLMs;AI evaluation;machine learning;research","RAG;prompt engineering;AI observability;LangChain","","BSc/MSc in Computer Science, Software Engineering, or related field","English","https://builtin.com/job/ai-engineerresearcher-intern/4259166","2026-06-25","nexthink.com","2026-06-25","2026-06-25"
"94fe1211e87e","Senior Data Scientist & ML Engineer (f/m/d)","ML Engineer","Senior","Title explicitly states 'Senior' and requires 5+ years with AWS/Azure, Spark, and Python in big data ML pipelines.","Awin","Berlin, Germany","Hybrid","","","","","Python;AWS;Azure;Spark;Databricks;NLP;MLflow;scikit-learn;SQL","Generative AI;LLMs;RAG","5","","English","https://job-boards.greenhouse.io/awin/jobs/7571203003","2026-06-25","greenhouse.io","2026-06-25","2026-06-25"
"02fab6f2a47c","Data Scientist - Germany","Data Scientist","Mid","Requires 3+ years experience coding Python/R/SQL and building ML models; customer-facing consulting role without explicit senior label.","Dataiku","Germany (Remote)","Remote","","","","","Python;R;SQL;PySpark;ML models","Kubernetes;Spark;Cloud platforms;JavaScript","3","Bachelor's or Master's in Computer Science, Data Science, or related field","English (fluent), German (advanced to fluent)","https://job-boards.greenhouse.io/dataiku/jobs/5529971004","2026-06-25","greenhouse.io","2026-06-25","2026-06-25"
"e68e97ef4829","Senior Data Scientist - Conversational AI (German Speaking)(x/f/m)","Data Scientist","Senior","Title explicitly says 'Senior' and requires 7+ years of ML experience plus NLP/transformers/LLM expertise.","Doctolib","Berlin, Germany","Hybrid","","","","","Python;NLP;transformers;LLMs;speech-to-text;MLOps;Terraform;scikit-learn","recommendation systems;causal inference;experimentation","7","","German (fluent), English (fluent)","https://boards.greenhouse.io/doctolib/jobs/6106814003","2026-06-25","greenhouse.io","2026-06-25","2026-06-25"
"0e0f1495fca2","Senior Data Engineer (all genders) - Remote first set up (within Germany)","Data Engineer","Senior","Title says 'Senior' and requires 7+ years in data engineering with cloud-native architectures and Spark in production.","Eurowings Digital","Cologne, Germany","Remote","","","","","Python;Scala;SQL;Spark;Azure;Databricks;CI/CD;DataOps","dbt;infrastructure-as-code;monitoring;alerting","7","","English","https://job-boards.greenhouse.io/eurowingsdigital/jobs/6597406003","2026-06-25","greenhouse.io","2026-06-25","2026-06-25"
